"","unique_project_names","latitudes","longitudes"
"1044","PRESTIGE RESIDENCE","1.3168105","103.9100514"
"1045","ESPIRA SUITES","1.3174957","103.9125899"
"1046","G RESIDENCES","1.316911","103.9099867"
"1047","SUITES TWENTY-TWO","1.3168759","103.9078121"
"1048","THE SUNNIDORA","1.3168894","103.909572"
"1049","THE SUNNIFLORA","1.3169125","103.9097047"
"1050","THE TREELINE","1.3175795","103.9136315"
"1051","THE AMBRA","1.3168013","103.9126156"
"1052","SHIRO","1.352083","103.819836"
"1053","THE AZZURO","1.3170971","103.9136877"
"1054","THE VERTE","1.3167322","103.9141415"
"1055","PALM OASIS","1.3161602","103.9085853"
"1056","THE BALE","1.3150849","103.9063559"
"1057","TG MANSION","1.3167504","103.9119969"
"1058","H RESIDENCES","1.31572","103.90886"
"1059","BARTLEY RESIDENCES","1.3429598","103.881214"
"1060","CANARY VILLE","1.3146306","103.9144243"
"1061","COSTA ESTE","1.3125624","103.9094781"
"1062","NATURE MANSIONS","1.3125314","103.9104274"
"1063","LA VIDA @ 130","1.3137274","103.9149755"
"1064","PALM GALLERIA","1.3127858","103.9119742"
"1065","THE AMERY","1.3120786","103.9083369"
"1066","THE CRISTALLO","1.3127277","103.9115954"
"1067","HEJI GARDENS","1.3133566","103.9114717"
"1068","SUNNYVALE RESIDENCES","1.313351","103.9152374"
"1069","CUBIK","1.3034685","103.7965408"
"1070","ESPIRA RESIDENCE","1.3128768","103.9123382"
"1071","SUNSHINE GRANDEUR","1.3128058","103.9100948"
"1072","SUNNY PARC","1.3133907","103.9148749"
"1073","SUNSHINE RESIDENCE","1.3128144","103.9099447"
"1074","VERANDA","1.352083","103.819836"
"1075","THE VESTA","1.3133248","103.913606"
"1076","KINGS APARTMENTS","1.3120718","103.9075502"
"1077","SILAHIS APARTMENTS","1.3136588","103.9140757"
"1078","PROSPERO VILLE","1.3138317","103.9144852"
"1079","KILAT 19","1.3408751","103.7736107"
"1080","KILAT COURT","1.3408754","103.7742195"
"1081","KILAT CENTRE","1.3412746","103.7724179"
"1082","PINE COURT","1.3111203","103.9093178"
"1083","LE CONNEY PARK","1.3121296","103.9118641"
"1084","LAVERNE'S LOFT","1.311413","103.9102646"
"1085","LIVINGSTON MANSIONS","1.3127725","103.9151089"
"1086","RESIDENCE 118","1.3122379","103.9140547"
"1087","HERITAGE RESIDENCES","1.3124599","103.9130323"
"1088","THE ESPIRA","1.3123602","103.9146449"
"1089","PINEHURST CONDOMINIUM","1.3125084","103.915171"
"1090","BLU CORAL","1.3130577","103.9143043"
"1091","FOREST WOODS","1.4381922","103.7889597"
"1092","CHERRYHILL","1.3503989","103.8779154"
"1093","CHERRY GARDENS","1.3497962","103.8785729"
"1094","PARC HAVEN","1.3244012","103.8543887"
"1095","CRADELS","1.3246964","103.8539323"
"1096","THE SEAWIND","1.3111833","103.9139269"
"1097","EBONY MANSIONS","1.3102888","103.910502"
"1098","GOLD LEAF MANSIONS","1.311426","103.9160395"
"1099","NATURALIS","1.3098402","103.9083629"
"1100","LE MERRITT","1.3110589","103.9134074"
"1101","IDYLLIC RESIDENCES","1.3108377","103.9125253"
"1102","THE MONTAGE","1.3107153","103.9122238"
"1103","MABELLE","1.3106101","103.9093751"
"1104","RICCHEZZA","1.352083","103.819836"
"1105","KNOX VIEW","1.3104889","103.9097713"
"1106","HOMEY GARDENS","1.3098795","103.9087524"
"1107","MADEIRA COURT","1.3101098","103.9098223"
"1108","MERIDIAN 38","1.3104592","103.9108308"
"1109","MELINIA COURT","1.3109187","103.912874"
"1110","TIARA VISTA","1.3105706","103.910469"
"1111","GARDEN PARK RESIDENCES","1.3105597","103.9100915"
"1112","RESIDENCES 88","1.3261414","103.9078286"
"1113","THE EBONY","1.3204009","103.9085873"
"1114","LE MARICAN","1.3261702","103.9074897"
"1115","VICENTA LODGE","1.3205576","103.9095803"
"1116","D' CASITA","1.3218961","103.9093245"
"1117","MILL CREEK","1.3195453","103.9098329"
"1118","EAST SHINE","1.3227759","103.9099141"
"1119","BLISS VILLE","1.3237282","103.9091303"
"1120","D'OASIA","1.3196848","103.9103821"
"1121","PALMERA EAST","1.3209226","103.9102362"
"1122","ASTORIA PARK","1.3211447","103.9117518"
"1123","THE BECCAGAYLE","1.3094487","103.9094889"
"1124","THE AMBROSIA","1.3102993","103.9167681"
"1125","EMPRADO SUITES","1.3107087","103.9155938"
"1126","TREESCAPE","1.3109422","103.9164955"
"1127","WHITESCAPE","1.3104838","103.9155823"
"1128","CALLIDORA VILLE","1.309706","103.9097114"
"1129","THE LUCENT","1.3110737","103.9162067"
"1130","ETON COURT","1.30997","103.911378"
"1131","BERKELEY RESIDENCES","1.3096196","103.9092106"
"1132","DE CASALLE","1.3104613","103.9152145"
"1133","THE NCLAVE","1.3105959","103.9150089"
"1134","GLAMOUR VILLE","1.3092448","103.9085188"
"1135","PALMERA RESIDENCE","1.3094765","103.9111581"
"1136","CASA ROSA","1.3460889","103.8793603"
"1137","ROSALIA PARK","1.3495333","103.8790871"
"1138","THOMSON IMPRESSIONS","1.3598052","103.8300675"
"1139","COUNTRY GRANDEUR","1.3607428","103.8313191"
"1140","COUNTRY ESQUIRE","1.3599842","103.8310311"
"1141","THE LATTIZ","1.3241909","103.9065726"
"1142","SUNNY LODGE","1.3242474","103.906921"
"1143","TREASURE PLACE","1.2804993","103.789033"
"1144","THE VINES","1.3194014","103.9081529"
"1145","CASA SARINA","1.3204314","103.9070545"
"1146","SERENE VIEW MANSIONS","1.346082","103.8674099"
"1147","CHAPEL LODGE","1.3088094","103.906052"
"1148","TERESA VILLE","1.2764724","103.824224"
"1149","LOYANG VALLEY","1.368623","103.9701889"
"1150","COASTAL BREEZE RESIDENCES","1.378099","103.9574942"
"1151","WATERCREST","1.3777622","103.9578828"
"1152","MACKENZIE REGENCY","1.3047203","103.8248939"
"1153","MACKENZIE 88","1.306307","103.8476108"
"1154","MACKENZIE 138","1.3070669","103.8469915"
"1155","PARC MACKENZIE","1.3062421","103.8480736"
"1156","THE MKZ","1.3065285","103.8465459"
"1157","SKY GREEN","1.3327222","103.886558"
"1158","SENNETT ESTATE","1.3318726","103.8732253"
"1159","NEWTON EDGE","1.3125968","103.8420637"
"1160","THE ANSLEY","1.3232243","103.8490501"
"1161","M21","1.322575","103.849011"
"1162","THE AXIS","1.3248633","103.8498601"
"1163","MONARCHY APARTMENTS","1.3247304","103.8502678"
"1164","MANDALE HEIGHTS","1.3242973","103.8496906"
"1165","MANDALAY TOWERS","1.3236895","103.8489987"
"1166","THE GERANIUM","1.3129184","103.9046567"
"1167","FRUITION","1.3143144","103.9035693"
"1168","KATONG APARTMENTS","1.313004","103.9039197"
"1169","RIVERBAY","1.3280793","103.8626605"
"1170","RIVIERA 38","1.3283459","103.8632156"
"1171","VETRO","1.352083","103.819836"
"1172","BEACON HEIGHTS","1.3267099","103.8623182"
"1173","THE CALLISTA","1.3275547","103.8628878"
"1174","THE ELYSIA","1.326714","103.8618955"
"1175","MARGARET VILLE","1.2994541","103.8028894"
"1176","MARGATE POINT","1.299785","103.8887713"
"1177","8M RESIDENCES","1.2991895","103.8886851"
"1178","MEIER SUITES","1.2987971","103.8882282"
"1179","RIVAGE","1.299607","103.8887147"
"1180","SANTA FE MANSIONS","1.3002206","103.8888649"
"1181","CHATELET","1.352083","103.819836"
"1182","BALLOTA PARK CONDOMINIUM","1.357851","103.969383"
"1183","MARINA BAY RESIDENCES","1.2796864","103.8550598"
"1184","THE SAIL @ MARINA BAY","1.2812533","103.8528303"
"1185","MARINA ONE RESIDENCES","1.2767662","103.853187"
"1186","MARINE VILLE","1.3046033","103.906598"
"1187","MARINE MEADOWS","1.3044373","103.9069074"
"1188","MARINE VIEW MANSIONS","1.3035956","103.9055195"
"1189","LAGUNA PARK","1.3090129","103.9311249"
"1190","SILVERSEA","1.3000169","103.9021633"
"1191","COTE D'AZUR","1.3009011","103.9041446"
"1192","LAGOON VIEW","1.3100924","103.9326114"
"1193","MARINE BLUE","1.3034567","103.9051707"
"1194","TAIPAN GRAND","1.311407","103.9335457"
"1195","NEPTUNE COURT","1.3062221","103.9218996"
"1196","THE CITRON RESIDENCES","1.3126698","103.8575104"
"1197","STUDIOS @ MARNE","1.3129469","103.8569232"
"1198","91 MARSHALL","1.3065383","103.9010989"
"1199","ISUITES @ MARSHALL","1.3071083","103.9006467"
"1200","MARSHALL LODGE","1.3063596","103.9012181"
"1201","ECOVILLE","1.323829","103.8508975"
"1202","DE PARADISO","1.324025","103.8505861"
"1203","CHELSEA GROVE","1.3239412","103.8511812"
"1204","VILLA MARTIA","1.3065096","103.9113359"
"1205","MARTIA RESIDENCE","1.3074577","103.910843"
"1206","MARTIA 8","1.3072457","103.9107578"
"1207","MARTIN MODERN","1.2929557","103.8375854"
"1208","MARTIN PLACE RESIDENCES","1.2940753","103.8381331"
"1209","MARTIN NO 38","1.2922514","103.838031"
"1210","MARTIN EDGE","1.2923384","103.8375094"
"1211","TRESALVEO","1.3508835","103.8405319"
"1212","BOONVIEW","1.3517009","103.8413375"
"1213","THE ANTARES","1.3253976","103.8831558"
"1214","THE CLIFT","1.2794995","103.8472991"
"1215","GOLDENHILL PARK CONDOMINIUM","1.3529279","103.862768"
"1216","FORTE SUITES","1.317878","103.8519194"
"1217","PRISTINE HEIGHTS","1.3169296","103.8518847"
"1218","CLYDES RESIDENCE","1.3172798","103.8521966"
"1219","CITYSCAPE @FARRER PARK","1.3177793","103.8512795"
"1220","THE POIZ RESIDENCES","1.3308253","103.8682484"
"1221","RIDGE COURT","1.3307391","103.8674873"
"1222","MEYA LODGE","1.3309114","103.8671132"
"1223","CASA MEYA","1.3309905","103.866922"
"1224","THE ADDITION","1.3054654","103.827058"
"1225","MEYER RESIDENCE","1.2986957","103.8863247"
"1226","AALTO","1.2984471","103.8972885"
"1227","THE SEAFRONT ON MEYER","1.2968612","103.888339"
"1228","THE MAKENA","1.2972587","103.8945623"
"1229","THE VIEW @ MEYER","1.2982356","103.8870378"
"1230","THE BELVEDERE","1.2972939","103.8875284"
"1231","HAWAII TOWER","1.296446","103.8899978"
"1232","MEYERHOUSE","1.2981938","103.8938342"
"1233","EQUATORIAL APARTMENTS","1.2981648","103.888255"
"1234","THE ATRIA AT MEYER","1.2966378","103.889175"
"1235","THE MEYERISE","1.2969772","103.8927281"
"1236","THE SOVEREIGN","1.2969394","103.8934103"
"1237","LA MEYER","1.2977114","103.8897815"
"1238","MEYER PARK","1.2969494","103.8915811"
"1239","SKIES MILTONIA","1.4182077","103.8482886"
"1240","THE MILTONIA RESIDENCES","1.4170745","103.8481923"
"1241","MIMOSA PARK","1.3844608","103.8626841"
"1242","D' IXORAS","1.324252","103.8490892"
"1243","MEDGE","1.3233786","103.8503864"
"1244","MINBU COURT","1.3254894","103.8483147"
"1245","MONTEBLEU","1.3236565","103.8499814"
"1246","MANDALAY MANSION","1.3241262","103.8492361"
"1247","MINBU VILLA","1.3256935","103.8481202"
"1248","LUMIERE","1.2744068","103.8461628"
"1249","THE PIER AT ROBERTSON","1.2918135","103.8406509"
"1250","MOONSTONE RESIDENCES","1.327322","103.8661434"
"1251","MOONSTONE ROYALE","1.3277988","103.8660469"
"1252","MOONSTONE VIEW","1.3275695","103.8658788"
"1253","M66","1.3287308","103.8645705"
"1254","LA MAISON","1.3195917","103.8470554"
"1255","CITY EDGE","1.352083","103.819836"
"1256","1 MOULMEIN RISE","1.3191858","103.8471427"
"1257","THE SPRINGS","1.3190996","103.8466648"
"1258","NOVENA SUITES","1.3188075","103.8450081"
"1259","MULBERRY TREE","1.3181761","103.8464067"
"1260","THE HUNTINGTON","1.3187172","103.8453093"
"1261","ELIZABETH TOWER","1.30611","103.8362963"
"1262","RHAPSODY ON MOUNT ELIZABETH","1.3067896","103.836018"
"1263","PARC EMILY","1.3045756","103.847599"
"1264","EMILY RESIDENCE","1.3040703","103.849238"
"1265","THE PEARL @ MOUNT FABER","1.2706934","103.8245499"
"1266","MOUNT FABER LODGE","1.2688561","103.8243159"
"1267","RIDGEWOOD","1.352083","103.819836"
"1268","THE SIERRA","1.3179149","103.7802183"
"1269","MONTVIEW","1.3167112","103.7773005"
"1270","GLENTREES","1.3164845","103.7848761"
"1271","FONTANA HEIGHTS","1.3153964","103.7768478"
"1272","VILLAGE TOWER","1.3150815","103.7779524"
"1273","LEIGHWOODS","1.3152347","103.7775324"
"1274","THE MARBELLA","1.314662","103.7783824"
"1275","BEAVERTON COURT","1.3160592","103.7761235"
"1276","8 @ MOUNT SOPHIA","1.3022348","103.8461302"
"1277","SOPHIA HILLS","1.3014663","103.8466648"
"1278","BARTLEY RIDGE","1.3406976","103.8804802"
"1279","OLA RESIDENCES","1.3030023","103.8987265"
"1280","MOUNTBATTEN REGENCY","1.302691","103.897951"
"1281","TESSA LODGE","1.3028286","103.8983315"
"1282","MOUNTBATTEN SUITES","1.3031537","103.8997708"
"1283","MOUNTBATTEN LODGE","1.3008286","103.8887924"
"1284","833 M B RESIDENCES","1.3024968","103.8983413"
"1285","HUA XIN COURT","1.3115289","103.9330811"
"1286","8 NAPIER","1.3068525","103.8205424"
"1287","THE LOFT","1.3070096","103.8221829"
"1288","THE NASSIM","1.3063658","103.8225536"
"1289","NASSIM MANSION","1.309514","103.819528"
"1290","NASSIM JADE","1.3069815","103.8262105"
"1291","NASSIM PARK RESIDENCES","1.3078355","103.8235168"
"1292","BEAUFORT ON NASSIM","1.308563","103.824731"
"1293","NASSIM 9","1.3076841","103.8252475"
"1294","SAGE","1.278245","103.850729"
"1295","NASSIM LODGE","1.3072062","103.8209469"
"1296","REGENCY PARK","1.2968924","103.8259693"
"1297","LOFT @ NATHAN","1.2943762","103.8274359"
"1298","NATHAN SUITES","1.2951906","103.8269058"
"1299","NATHAN PLACE","1.295332","103.826254"
"1300","NATHAN RESIDENCES","1.2948513","103.8271899"
"1301","DORSETT RESIDENCES","1.2799665","103.8401961"
"1302","NEWTON ONE","1.3139659","103.8394069"
"1303","AMARYLLIS VILLE","1.314928","103.8419266"
"1304","26 NEWTON","1.3075517","103.8403765"
"1305","NEWTON 21","1.3148796","103.8404737"
"1306","TRILIGHT","1.314536","103.8399413"
"1307","L'VIV","1.3153884","103.840539"
"1308","NEWTON 18","1.31435","103.8411568"
"1309","NEWTON LODGE","1.3175908","103.8412152"
"1310","GLOUCESTER MANSIONS","1.3139564","103.8403377"
"1311","NEWTON SUITES","1.3177987","103.842283"
"1312","NIM GARDENS","1.3808935","103.8634273"
"1313","KING'S COURT","1.3143882","103.8460776"
"1314","SOUTHBANK","1.3060113","103.8643758"
"1315","HIGH STREET CENTRE","1.2905323","103.8495739"
"1316","THE AZURE","1.2516101","103.8480291"
"1317","THE OCEANFRONT @ SENTOSA COVE","1.2440362","103.8427331"
"1318","THE COAST AT SENTOSA COVE","1.2457088","103.843791"
"1319","THE BERTH BY THE COVE","1.2499045","103.8464074"
"1320","THE RESIDENCES AT W SINGAPORE SENTOSA COVE","1.2462857","103.8423347"
"1321","ADANA @ THOMSON","1.3699264","103.8276273"
"1322","MALVERN SPRINGS","1.3058848","103.9037689"
"1323","JOO CHIAT APARTMENT","1.3057899","103.9054563"
"1324","GALAXY TOWERS","1.314998","103.897308"
"1325","ONAN SUITES","1.3118244","103.9000178"
"1326","ONE-NORTH RESIDENCES","1.3023713","103.7897025"
"1327","ONE TREE HILL MANSIONS","1.3015022","103.8262167"
"1328","ONE TREE HILL RESIDENCE","1.3008086","103.8248349"
"1329","THE WINDSOR","1.3571352","103.8278157"
"1330","OPAL SUITES","1.3275573","103.8673418"
"1331","ORANGE GROVE RESIDENCES","1.3131375","103.8253713"
"1332","THE ORANGE GROVE","1.3137472","103.8265627"
"1333","ORION","1.352083","103.819836"
"1334","GARDEN APARTMENTS","1.352083","103.819836"
"1335","D'GROVE VILLAS","1.3091006","103.8276891"
"1336","ORCHARD BEL AIR","1.302344","103.8248975"
"1337","THE ORCHARD RESIDENCES","1.3037259","103.8316343"
"1338","3 ORCHARD BY-THE-PARK","1.3034414","103.8246733"
"1339","THE CENTREPOINT","1.3016573","103.8397629"
"1340","LUCKY PLAZA","1.3045795","103.8340621"
"1341","SUITES @ OWEN","1.3140925","103.8529544"
"1342","FARRER PARK SUITES","1.3132474","103.8536777"
"1343","KENTISH GREEN","1.3158144","103.8520344"
"1344","OXFORD SUITES","1.3156788","103.8525248"
"1345","KENTISH COURT","1.3152745","103.8523384"
"1346","KENTISH LODGE","1.3158338","103.8529992"
"1347","OXLEY GARDEN","1.2978794","103.8422295"
"1348","VISIONCREST","1.2985935","103.8429295"
"1349","ONE OXLEY RISE","1.2991534","103.8418054"
"1350","THE RISE @ OXLEY - RESIDENCES","1.2975014","103.8430901"
"1351","OXLEY RESIDENCE","1.2968333","103.8409574"
"1352","VALLEY MANSION","1.296294","103.8403122"
"1353","ORCHARD COURT","1.298575","103.8415067"
"1354","BELLE VUE RESIDENCES","1.2956657","103.8420593"
"1355","PALM GROVE CONDOMINIUM","1.3598933","103.8782037"
"1356","EAST PALM","1.3135623","103.9313102"
"1357","PANDAN VALLEY","1.3194337","103.7784988"
"1358","PARBURY HILL CONDOMINIUM","1.3178013","103.9437254"
"1359","TANAMERA CREST","1.3322493","103.9423708"
"1360","PEOPLE'S PARK COMPLEX","1.2841977","103.8425488"
"1361","THE PARK VALE","1.3302336","103.8114929"
"1362","PARRY COURT","1.3641425","103.8805494"
"1363","PASIR PANJANG COURT","1.2920436","103.7721904"
"1364","HORIZON RESIDENCES","1.281957","103.7844432"
"1365","CRYSTAL HEIGHTS","1.281564","103.785709"
"1366","THE GRANDHILL","1.2815532","103.7849964"
"1367","LE HILL CONDOMINIUM","1.283092","103.785123"
"1368","VENTANA","1.2825707","103.7848644"
"1369","HARBOUR VIEW GARDENS","1.2790729","103.785045"
"1370","MURANO","1.2895147","103.7757742"
"1371","THE CASSANDRA","1.2762372","103.7929985"
"1372","VILLAGE @ PASIR PANJANG","1.291433","103.7706405"
"1373","LANDRIDGE CONDOMINIUM","1.2786182","103.7864224"
"1374","ICON @ PASIR PANJANG","1.2792617","103.7859138"
"1375","THE MAYLEA","1.2806563","103.7853635"
"1376","PARC IMPERIAL","1.2815476","103.7834153"
"1377","THE VERANDAH RESIDENCES","1.2795865","103.7852017"
"1378","LUXE VILLE","1.2895435","103.7770603"
"1379","PALM MANSIONS","1.289223","103.776328"
"1380","SEASUITES","1.282408","103.7832049"
"1381","PALISADES","1.2869363","103.7798068"
"1382","GLORIA MANSION","1.2869042","103.7803855"
"1383","WHITEHAVEN","1.289703","103.7775588"
"1384","LIIV RESIDENCES","1.2885848","103.7766584"
"1385","THE ORIENT","1.2811016","103.7837707"
"1386","THE SPECTRUM","1.2989123","103.859319"
"1387","THE FOLIAGE","1.2906024","103.7741254"
"1388","VILLA DE WEST","1.2908191","103.7723792"
"1389","MENDON SPRING","1.2782762","103.7874314"
"1390","PASIR PANJANG LODGE","1.291343","103.772405"
"1391","STARPOINT","1.352083","103.819836"
"1392","24 ONE RESIDENCES","1.2802416","103.7848766"
"1393","THE ESTIVA","1.2879295","103.7783472"
"1394","GOLD COAST CONDOMINIUM","1.290403","103.774851"
"1395","PASIR VIEW PARK","1.2781211","103.7871639"
"1396","BELYSA","1.3739744","103.9417152"
"1397","EASTVALE","1.3747521","103.9535647"
"1398","THE ESPARIS","1.3693847","103.9596946"
"1399","COCO PALMS","1.371777","103.9459565"
"1400","D'NEST","1.370281","103.9463084"
"1401","THE PALETTE","1.370462","103.945376"
"1402","LIVIA","1.3723997","103.9439115"
"1403","NV RESIDENCES","1.3718385","103.9440066"
"1404","VUE 8 RESIDENCE","1.3820968","103.9409971"
"1405","WATERCOLOURS","1.3139681","103.9105694"
"1406","SEA ESTA","1.3777076","103.9598448"
"1407","RIPPLE BAY","1.3772149","103.9606897"
"1408","SEASTRAND","1.3761128","103.9605895"
"1409","SEA HORIZON","1.3759529","103.9588169"
"1410","WHITEWATER","1.3801515","103.9353358"
"1411","THE MARQ ON PATERSON HILL","1.3006874","103.8288453"
"1412","THE PATERSON","1.3002311","103.8306273"
"1413","PATERSON RESIDENCE","1.3000864","103.8300115"
"1414","PATERSON SUITES","1.3010688","103.830199"
"1415","THE PATERSON EDGE","1.3026547","103.8296493"
"1416","PATERSON LINC","1.3032819","103.8300802"
"1417","TANGERINE GROVE","1.3501263","103.8806855"
"1418","LE CRESCENDO","1.3307391","103.8889901"
"1419","PARK PLACE RESIDENCES AT PLQ","1.3168279","103.8930528"
"1420","PAYA LEBAR RESIDENCES","1.3175335","103.8913414"
"1421","PEACH GARDEN","1.352083","103.819836"
"1422","VIDA","1.308774","103.8391012"
"1423","CITYVISTA RESIDENCES","1.3090049","103.8377306"
"1424","CASA CAIRNHILL","1.3082371","103.8397179"
"1425","BELMONDO VIEW","1.3233185","103.8512774"
"1426","THE TIER","1.3230289","103.8510239"
"1427","SEASONS VIEW","1.3522479","103.8414646"
"1428","MARYMOUNT VIEW","1.3527884","103.8408957"
"1429","THE PEAK","1.352083","103.819836"
"1430","PEPYS HILL CONDOMINIUM","1.2775724","103.7938976"
"1431","RESIDENCES @ SOMME","1.3116164","103.8587065"
"1432","MAYSPRINGS","1.3767896","103.7635095"
"1433","FORESQUE RESIDENCES","1.3693026","103.776308"
"1434","SANT RITZ","1.3299039","103.869226"
"1435","SENNETT RESIDENCE","1.3305774","103.8693674"
"1436","NIN RESIDENCE","1.3325808","103.8699274"
"1437","3@PHILLIPS","1.3350576","103.8425976"
"1438","HILLSTA","1.3771579","103.7564963"
"1439","PINE GROVE","1.318385","103.7750935"
"1440","ASTOR GREEN","1.3178683","103.7767436"
"1441","CAVENDISH PARK","1.316702","103.77598"
"1442","FONTAINE PARRY","1.366779","103.880148"
"1443","THE WATERLINE","1.3673852","103.8766314"
"1444","NOUVELLE PARK","1.3672483","103.8774638"
"1445","THE CREST","1.2927545","103.8198733"
"1446","TANGLIN VIEW","1.2921069","103.8179565"
"1447","PRINCIPAL GARDEN","1.2928103","103.8220046"
"1448","SUNSHINE PLAZA","1.3004038","103.8511253"
"1449","NOVA 48","1.3250232","103.8490612"
"1450","ONE @ PULASAN","1.3123927","103.906096"
"1451","ROYALE MANSIONS","1.28978","103.777922"
"1452","THE SERENNIA","1.3113838","103.9065107"
"1453","WATERTOWN","1.4059215","103.9019494"
"1454","PARC CENTROS","1.4036261","103.9042561"
"1455","RIVERPARC RESIDENCE","1.3979952","103.9176535"
"1456","PRIVE","1.352083","103.819836"
"1457","FLO RESIDENCE","1.3920811","103.9138663"
"1458","WATERWOODS","1.3911494","103.9128113"
"1459","ECOPOLITAN","1.4009451","103.8966744"
"1460","TWIN WATERFALLS","1.4015417","103.8976638"
"1461","A TREASURE TROVE","1.4054098","103.8996639"
"1462","THE ASANA","1.3221236","103.8109362"
"1463","QUEEN ASTRID GARDENS","1.3183462","103.7893202"
"1464","QUEENSWAY TOWER","1.2873168","103.8033576"
"1465","VIZ AT HOLLAND","1.308709","103.8024635"
"1466","28 RC SUITES","1.3098618","103.8529436"
"1467","CITY STUDIOS","1.352083","103.819836"
"1468","CITY LOFT","1.3150829","103.8566942"
"1469","SOHO @ FARRER","1.3108262","103.8529039"
"1470","RACE COURSE BUILDING","1.3158832","103.857507"
"1471","RACE COURSE MANSION","1.311657","103.8530279"
"1472","THE BLISS","1.2845216","103.8443767"
"1473","RACE COURSE 138","1.3100074","103.8522385"
"1474","SOHO 188","1.3112481","103.8533682"
"1475","THE RAMFORD","1.3111844","103.9048528"
"1476","CANTIZ @ RAMBAI","1.3106782","103.9055335"
"1477","SUNSHINE REGENCY","1.3114672","103.9054254"
"1478","VENTURA VIEW","1.3135226","103.9049651"
"1479","EAST VIEW 18","1.3133659","103.9050008"
"1480","CITIGATE RESIDENCE","1.316667","103.8532897"
"1481","LOFT @ RANGOON","1.314978","103.853607"
"1482","URBAN LOFTS","1.3140974","103.8539315"
"1483","RANGOON 88","1.3142276","103.8542311"
"1484","SUITES 123","1.3151489","103.8533729"
"1485","R66 APARTMENTS","1.3140576","103.8544454"
"1486","HONG BUILDING","1.3175243","103.8529957"
"1487","RANGOON VIEW","1.352083","103.819836"
"1488","RANGOON APARTMENTS","1.352083","103.819836"
"1489","COSTA RHU","1.2961654","103.8668135"
"1490","21 RICHARDS","1.3618925","103.8815459"
"1491","THE TRIZON","1.3163368","103.7780615"
"1492","TANGLIN PARK","1.2996336","103.8159352"
"1493","MAYFAIR GARDENS","1.3380123","103.7813248"
"1494","URBANA","1.2952759","103.837837"
"1495","THE REGALIA","1.2952345","103.836797"
"1496","STARLIGHT SUITES","1.2938906","103.8371508"
"1497","EURO-ASIA COURT","1.2944127","103.8374224"
"1498","LUMA","1.2968537","103.8345388"
"1499","2 RVG","1.2964742","103.8344196"
"1500","RIVERIA GARDENS","1.2973489","103.8346901"
"1501","RV RESIDENCES","1.2940838","103.8280329"
"1502","OXLEY EDGE","1.2956302","103.841475"
"1503","RESIDENCES AT 338A","1.2964022","103.8380312"
"1504","VALLEY PARK","1.2934924","103.8278754"
"1505","YONG AN PARK","1.2950212","103.8345931"
"1506","ASPEN HEIGHTS","1.2947781","103.8399673"
"1507","UE SQUARE","1.2921679","103.8426697"
"1508","RV SUITES","1.2956195","103.8294316"
"1509","RV POINT","1.2938996","103.8421493"
"1510","RIVER VALLEY APARTMENTS","1.2953723","103.8289369"
"1511","STELLAR RV","1.2951331","103.8287495"
"1512","283 STUDIO","1.2957811","103.8397966"
"1513","CRYSTAL COURT","1.2942543","103.8271889"
"1514","THE VERV @ RV","1.296415","103.8347104"
"1515","TWO8ONE STUDIO","1.352083","103.819836"
"1516","VILLE ROYALE","1.2960116","103.8413088"
"1517","RIVERVALE CREST","1.391581","103.9074777"
"1518","PARK GREEN","1.3806816","103.8999669"
"1519","THE RIVERVALE","1.3807867","103.8982374"
"1520","RIVIERA RESIDENCES","1.315843","103.942618"
"1521","RIVERGATE","1.2918813","103.8369741"
"1522","ROBERTSON 100","1.2914059","103.8377933"
"1523","THE QUAYSIDE","1.2900297","103.8391632"
"1524","UP@ROBERTSON QUAY","1.2909701","103.8374874"
"1525","ROBERTSON BLUE","1.290478","103.8372246"
"1526","D'ZIRE","1.3682921","103.8824333"
"1527","ONEROBEY","1.3669726","103.8819675"
"1528","ROBIN RESIDENCES","1.3191539","103.8280945"
"1529","ROBIN SUITES","1.3177386","103.8286453"
"1530","THREE THREE ROBIN","1.3169477","103.8287897"
"1531","PROXIMO","1.3173226","103.8287403"
"1532","JADE GARDEN","1.3176466","103.8281665"
"1533","ONE ROBIN","1.3188955","103.8286449"
"1534","ROBIN REGALIA","1.3169007","103.8282339"
"1535","ROBINSON SUITES","1.2810504","103.8498409"
"1536","THE ROCHESTER RESIDENCES","1.3055942","103.7881836"
"1537","WATERMARK ROBERTSON QUAY","1.2899376","103.8379058"
"1538","8 RODYK","1.2902204","103.8376575"
"1539","ESTIQUE","1.3101057","103.8936093"
"1540","TAIPAN JADE","1.3099949","103.8940292"
"1541","MELROSE VILLE","1.3105012","103.8932369"
"1542","ROSE VILLE","1.352083","103.819836"
"1543","CASABLANCA","1.4305551","103.7854492"
"1544","PARC ROSEWOOD","1.4284716","103.7859845"
"1545","ROSEWOOD","1.352083","103.819836"
"1546","ROSEWOOD SUITES","1.4292845","103.7857899"
"1547","TREASURE MANSIONS","1.3615102","103.8772944"
"1548","ROSYTH LODGE","1.3629984","103.8743822"
"1549","GILLENIA","1.3626572","103.8788393"
"1550","ROSYTH VILLE","1.3629019","103.8741403"
"1551","ONE ROSYTH","1.3631594","103.8739239"
"1552","CASA FLORA","1.3212041","103.9503914"
"1553","SALLIM LODGE","1.3257617","103.8826437"
"1554","RIVEREDGE","1.3010215","103.8818746"
